timestamp,adjusted,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,latitude,longitude,gpsAltitude,Speed,SatCount,roll,pitch,yaw,pressure,temperature,paltitude
123122,10.627,-0.68,0.02,0.97,-0.31,-0.37,-2.26,-19,55,83,53.393188,10.314932,-1.6,0.26,12,0,0,0,101.45,0,-21.34
123162,10.667,-0.69,0.01,0.96,3.42,0.49,-2.44,-19,55,85,53.393188,10.314932,-1.6,0.22,12,0,0,0,101.46,0,-22.34
123200,10.705,-0.68,0.01,0.97,1.04,2.81,-2.32,-19,55,85,53.393188,10.314932,-1.6,0.22,12,0,0,0,101.46,0,-21.84
123239,10.744,-0.68,0.02,0.97,2.93,2.99,-2.14,-19,55,85,53.393188,10.314932,-1.6,0.22,12,0,0,0,101.46,0,-21.94
123278,10.783,-0.68,0.01,0.99,2.2,3.05,-2.62,-20,52,87,53.393188,10.314932,-1.6,0.07,12,0,0,0,101.46,0,-23.2
123317,10.822,-0.68,0.02,0.98,0.85,2.14,-2.69,-20,52,87,53.393188,10.314932,-1.6,0.07,12,0,0,0,101.47,0,-23.46
123357,10.862,-0.69,0.02,0.98,0.98,0.79,-1.28,-20,53,84,53.393188,10.314932,-1.6,0.07,12,0,0,0,101.47,0,-24.28
123396,10.901,-0.69,0.02,0.97,0.12,1.83,-1.28,-20,53,84,53.393188,10.314932,-1.6,0.15,12,0,0,0,101.47,0,-24.02
123435,10.94,-0.68,0.02,0.98,-0.85,1.65,0.37,-20,53,84,53.393188,10.314932,-1.6,0.15,12,0,0,0,101.46,0,-23.02
123475,10.98,-0.68,0.02,0.98,0,1.1,1.77,-20,55,90,53.393188,10.314932,-1.6,0.15,12,0,0,0,101.47,0,-23.7
123514,11.019,-0.67,0.01,0.98,1.1,1.34,2.14,-20,55,90,53.393188,10.314932,-1.5,0.11,12,0,0,0,101.46,0,-22.48
123552,11.057,-0.66,0.01,0.98,-0.43,2.32,0.92,-20,55,90,53.393188,10.314932,-1.5,0.11,12,0,0,0,101.46,0,-22.8
123592,11.097,-0.67,0.01,0.98,0.98,1.59,1.1,-21,55,89,53.393188,10.314932,-1.5,0.11,12,0,0,0,101.47,0,-23.34
123631,11.136,-0.67,0,0.98,2.69,2.14,1.22,-21,55,89,53.393188,10.314932,-1.5,0.04,12,0,0,0,101.47,0,-23.66
123671,11.176,-0.68,0,0.98,1.16,1.59,0.06,-18,54,85,53.393188,10.314932,-1.5,0.04,12,0,0,0,101.47,0,-23.72
123710,11.215,-0.66,-0.01,0.98,2.08,2.38,-1.34,-18,54,85,53.393188,10.314932,-1.5,0.04,12,0,0,0,101.46,0,-23.18
123749,11.254,-0.66,0,0.98,-0.06,1.95,-3.36,-18,54,85,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.46,0,-22.74
123789,11.294,-0.66,0.01,0.99,1.65,2.01,-3.78,-21,53,92,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.36
123828,11.333,-0.67,0.01,0.99,2.08,2.62,-3.42,-21,53,92,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.56
123868,11.373,-0.66,0.02,1,2.38,2.62,-2.32,-19,53,87,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.46,0,-22.96
124143,11.648,-0.66,0,0.99,0.67,-1.28,0.31,-18,54,91,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.34
124183,11.688,-0.66,0,0.99,-0.49,-2.14,0.18,-17,54,87,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-24.42
124222,11.727,-0.66,0,0.99,1.28,-2.32,-0.73,-17,54,87,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-24.24
124262,11.767,-0.66,-0.01,0.99,2.81,-2.32,-0.92,-19,52,84,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-24.16
124300,11.805,-0.67,0,0.99,2.62,-2.69,-0.98,-19,52,84,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.48
124339,11.844,-0.67,-0.01,0.98,3.17,-2.38,-0.85,-19,52,84,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.74
124379,11.884,-0.66,-0.01,0.97,2.69,-1.89,-2.56,-17,56,81,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.46,0,-23.24
124418,11.923,-0.67,-0.01,0.98,2.08,-1.04,-4.82,-17,56,81,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.4
124458,11.963,-0.66,0,0.99,1.34,-0.31,-5.55,-18,54,91,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.46,0,-23.08
124497,12.002,-0.66,0,0.99,-0.31,-0.49,-5.55,-18,54,91,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.78
124535,12.04,-0.67,0.01,0.99,3.05,-1.04,-3.48,-18,54,91,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.74
124574,12.079,-0.68,0,0.98,2.99,-0.37,-3.42,-21,55,84,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.46,0,-23.08
124613,12.118,-0.68,0.01,0.98,1.77,-0.98,-3.48,-21,55,84,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.46,0,-22.96
124651,12.156,-0.67,0.02,0.98,-0.92,-1.22,-3.91,-21,55,84,53.393188,10.314932,-1.5,0.06,12,0,0,0,101.47,0,-23.64
124736,12.241,-0.68,0,0.97,-6.35,-1.1,-2.38,-20,55,84,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-24.2
124775,12.28,-0.67,0,0.99,-5.98,1.22,-0.55,-18,55,91,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.46,0,-22.72
124814,12.319,-0.67,0,0.99,-4.39,0.12,-0.06,-18,55,91,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-23.74
124853,12.358,-0.67,0,0.99,-0.67,-0.49,-2.32,-18,55,91,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-23.44
124893,12.398,-0.66,0.01,0.98,-5.74,-0.85,-7.2,-17,50,83,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-23.7
124932,12.437,-0.66,0.03,0.98,-8.54,-1.71,-9.64,-17,50,83,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-23.48
124972,12.477,-0.68,0.04,0.98,-5.8,-1.71,-9.7,-17,52,82,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-23.7
125011,12.516,-0.68,0.06,0.98,0.92,-2.26,-5.86,-17,52,82,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-23.4
125050,12.555,-0.69,0.06,0.98,2.2,-2.62,-4.03,-17,52,82,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-23.68
125090,12.595,-0.68,0.05,0.98,0.73,-2.14,-0.31,-15,54,89,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-24.12
125128,12.633,-0.69,0.05,0.97,-3.6,-0.18,2.26,-15,54,89,53.393188,10.314932,-1.4,0.17,12,0,0,0,101.47,0,-24.22
