IMU calibration complete.
IMU initialized successfully!
BARO sensor initialized!
Failed to initialize SD card.
SD card initialized successfully!
Ready to start!!
Waiting for button to start logging...
Button Pressed. logging starting...
Error opening file for logging.
magX,magY,magZ

-12.00,-8.00,28.00


-12.00,-8.00,28.00


-12.00,-9.00,29.00


-12.00,-9.00,29.00


-12.00,-9.00,29.00



-94.00,0.00,-30.00


-96.00,2.00,-30.00


-96.00,2.00,-30.00


-96.00,2.00,-30.00


-96.00,2.00,-30.00


-99.00,5.00,-24.00


-99.00,5.00,-24.00


-99.00,5.00,-24.00


-97.00,2.00,-28.00


-97.00,2.00,-28.00


-97.00,2.00,-28.00


-97.00,2.00,-28.00


-96.00,0.00,-35.00


-96.00,0.00,-35.00


-96.00,0.00,-35.00


-87.00,-4.00,-45.00


-87.00,-4.00,-45.00


-87.00,-4.00,-45.00


-79.00,-8.00,-52.00


-79.00,-8.00,-52.00


-79.00,-8.00,-52.00


-79.00,-8.00,-52.00


-72.00,-13.00,-55.00


-72.00,-13.00,-55.00


-72.00,-13.00,-55.00


-61.00,-16.00,-70.00


-61.00,-16.00,-70.00


-61.00,-16.00,-70.00


-51.00,-13.00,-66.00


-51.00,-13.00,-66.00


-51.00,-13.00,-66.00


-51.00,-13.00,-66.00


-37.00,-12.00,-74.00


-37.00,-12.00,-74.00


-37.00,-12.00,-74.00


-25.00,-10.00,-81.00


-25.00,-10.00,-81.00


-25.00,-10.00,-81.00


-25.00,-10.00,-81.00


-15.00,-9.00,-71.00


-15.00,-9.00,-71.00


-15.00,-9.00,-71.00


-4.00,-5.00,-69.00


-4.00,-5.00,-69.00


-4.00,-5.00,-69.00


9.00,-7.00,-64.00


9.00,-7.00,-64.00


9.00,-7.00,-64.00


9.00,-7.00,-64.00


16.00,-3.00,-52.00


16.00,-3.00,-52.00


16.00,-3.00,-52.00


22.00,-5.00,-42.00


22.00,-5.00,-42.00


22.00,-5.00,-42.00


27.00,3.00,-30.00


27.00,3.00,-30.00


27.00,3.00,-30.00


27.00,3.00,-30.00


26.00,2.00,-18.00


26.00,2.00,-18.00


26.00,2.00,-18.00


26.00,2.00,-3.00


26.00,2.00,-3.00


26.00,2.00,-3.00


26.00,2.00,-3.00


24.00,1.00,1.00


24.00,1.00,1.00


24.00,1.00,1.00


19.00,0.00,11.00


19.00,0.00,11.00


19.00,0.00,11.00


18.00,1.00,16.00


18.00,1.00,16.00


18.00,1.00,16.00


18.00,1.00,16.00


16.00,-1.00,20.00


16.00,-1.00,20.00


16.00,-1.00,20.00


13.00,-3.00,20.00


13.00,-3.00,20.00


13.00,-3.00,20.00


14.00,-3.00,20.00


14.00,-3.00,20.00


14.00,-3.00,20.00


14.00,-3.00,20.00


11.00,-5.00,25.00


11.00,-5.00,25.00


11.00,-5.00,25.00


12.00,-8.00,22.00


12.00,-8.00,22.00


12.00,-8.00,22.00


12.00,-8.00,22.00


6.00,-9.00,24.00


6.00,-9.00,24.00


6.00,-9.00,24.00


5.00,-10.00,28.00


5.00,-10.00,28.00


