IMU calibration complete.
IMU initialized successfully!
BARO sensor initialized!
Failed to initialize SD card.
SD card initialized successfully!
Ready to start!!
Waiting for button to start logging...
Button Pressed. logging starting...
Error opening file for logging.
magX,magY,magZ


-20.00,4.00,-86.00


-20.00,4.00,-86.00


-25.00,5.00,-86.00


-25.00,5.00,-86.00


-25.00,5.00,-86.00


-24.00,8.00,-84.00


-24.00,8.00,-84.00


-24.00,8.00,-84.00


-24.00,8.00,-84.00


-25.00,9.00,-86.00


-25.00,9.00,-86.00


-25.00,9.00,-86.00


-23.00,13.00,-85.00


-23.00,13.00,-85.00


-23.00,13.00,-85.00


-27.00,12.00,-82.00


-27.00,12.00,-82.00


-27.00,12.00,-82.00


-27.00,12.00,-82.00


-22.00,13.00,-84.00


-22.00,13.00,-84.00


-22.00,13.00,-84.00


-14.00,0.00,-88.00


-14.00,0.00,-88.00


-14.00,0.00,-88.00


-14.00,0.00,-88.00


-11.00,-14.00,-89.00


-11.00,-14.00,-89.00


-11.00,-14.00,-89.00


-8.00,-27.00,-88.00


-8.00,-27.00,-88.00


-8.00,-27.00,-88.00


-8.00,-38.00,-79.00


-8.00,-38.00,-79.00


-8.00,-38.00,-79.00


-8.00,-38.00,-79.00


-9.00,-52.00,-71.00


-9.00,-52.00,-71.00


-9.00,-52.00,-71.00


-5.00,-57.00,-64.00


-5.00,-57.00,-64.00


-5.00,-57.00,-64.00


-5.00,-57.00,-64.00


-2.00,-62.00,-52.00


-2.00,-62.00,-52.00


-2.00,-62.00,-52.00


-2.00,-65.00,-36.00


-2.00,-65.00,-36.00


-2.00,-65.00,-36.00


-3.00,-67.00,-21.00


-3.00,-67.00,-21.00


-3.00,-67.00,-21.00


-3.00,-67.00,-21.00


-2.00,-64.00,-8.00


-2.00,-64.00,-8.00


-2.00,-64.00,-8.00


-5.00,-59.00,0.00


-5.00,-59.00,0.00


-5.00,-59.00,0.00


-1.00,-50.00,12.00


-1.00,-50.00,12.00


-1.00,-50.00,12.00


-1.00,-50.00,12.00


-4.00,-42.00,12.00


-4.00,-42.00,12.00


-4.00,-42.00,12.00


-6.00,-38.00,15.00


-6.00,-38.00,15.00


-6.00,-38.00,15.00


-6.00,-38.00,15.00


-5.00,-31.00,20.00


-5.00,-31.00,20.00


-5.00,-31.00,20.00


-4.00,-28.00,23.00


-4.00,-28.00,23.00


-4.00,-28.00,23.00


-3.00,-22.00,24.00


-3.00,-22.00,24.00


-3.00,-22.00,24.00


-3.00,-22.00,24.00


0.00,-18.00,26.00


0.00,-18.00,26.00


0.00,-18.00,26.00


-1.00,-19.00,18.00


-1.00,-19.00,18.00


-1.00,-19.00,18.00


-1.00,-19.00,18.00


-2.00,-16.00,26.00


-2.00,-16.00,26.00


-2.00,-16.00,26.00


0.00,-11.00,22.00


0.00,-11.00,22.00


0.00,-11.00,22.00


-4.00,-10.00,18.00


-4.00,-10.00,18.00


-4.00,-10.00,18.00


-4.00,-10.00,18.00


-5.00,-9.00,25.00


-5.00,-9.00,25.00


-5.00,-9.00,25.00


-6.00,-10.00,25.00


-6.00,-10.00,25.00


-6.00,-10.00,25.00


-8.00,-7.00,21.00


-8.00,-7.00,21.00


-8.00,-7.00,21.00


-8.00,-7.00,21.00


-8.00,-4.00,21.00


-8.00,-4.00,21.00


-8.00,-4.00,21.00


-12.00,1.00,25.00


-12.00,1.00,25.00


-12.00,1.00,25.00


-12.00,1.00,25.00


-11.00,8.00,21.00


-11.00,8.00,21.00


-11.00,8.00,21.00


-9.00,16.00,20.00


-9.00,16.00,20.00


-9.00,16.00,20.00


-11.00,21.00,13.00


-11.00,21.00,13.00


-11.00,21.00,13.00


-11.00,21.00,13.00


-7.00,29.00,10.00


-7.00,29.00,10.00


-7.00,29.00,10.00


-11.00,34.00,-3.00


-11.00,34.00,-3.00


-11.00,34.00,-3.00


-11.00,34.00,-3.00


-16.00,39.00,-6.00


-16.00,39.00,-6.00


-16.00,39.00,-6.00


-13.00,44.00,-10.00


-13.00,44.00,-10.00


-13.00,44.00,-10.00


-14.00,43.00,-28.00


-14.00,43.00,-28.00


-14.00,43.00,-28.00


-14.00,43.00,-28.00


-15.00,43.00,-30.00


-15.00,43.00,-30.00


-15.00,43.00,-30.00


-17.00,43.00,-39.00


-17.00,43.00,-39.00


-17.00,43.00,-39.00


-16.00,42.00,-46.00


-16.00,42.00,-46.00


-16.00,42.00,-46.00


-16.00,42.00,-46.00


-15.00,40.00,-46.00


-15.00,40.00,-46.00


-15.00,40.00,-46.00


-17.00,42.00,-45.00


-17.00,42.00,-45.00


-17.00,42.00,-45.00


-17.00,42.00,-45.00


-16.00,42.00,-54.00


-16.00,42.00,-54.00


-16.00,42.00,-54.00


-18.00,40.00,-50.00


-18.00,40.00,-50.00


-18.00,40.00,-50.00


-16.00,42.00,-46.00


-16.00,42.00,-46.00


-16.00,42.00,-46.00


-16.00,42.00,-46.00


-17.00,42.00,-47.00


-17.00,42.00,-47.00


-17.00,42.00,-47.00


-17.00,45.00,-32.00


-17.00,45.00,-32.00


-17.00,45.00,-32.00


-16.00,42.00,-20.00


-16.00,42.00,-20.00


-16.00,42.00,-20.00


-16.00,42.00,-20.00


-16.00,37.00,-8.00


-16.00,37.00,-8.00


-16.00,37.00,-8.00


-14.00,34.00,3.00


-14.00,34.00,3.00


-14.00,34.00,3.00


-14.00,34.00,3.00


-13.00,28.00,9.00


-13.00,28.00,9.00


-13.00,28.00,9.00


-8.00,19.00,13.00


-8.00,19.00,13.00


-8.00,19.00,13.00


-10.00,11.00,17.00


-10.00,11.00,17.00


-10.00,11.00,17.00


-10.00,11.00,17.00


-13.00,0.00,20.00


-13.00,0.00,20.00


-13.00,0.00,20.00


-14.00,-2.00,23.00


-14.00,-2.00,23.00


-14.00,-2.00,23.00


-13.00,-6.00,27.00


-13.00,-6.00,27.00


-13.00,-6.00,27.00


-13.00,-6.00,27.00


-18.00,-4.00,24.00


-18.00,-4.00,24.00


-18.00,-4.00,24.00


-19.00,-1.00,24.00


-19.00,-1.00,24.00


-19.00,-1.00,24.00


-19.00,-1.00,24.00


-21.00,0.00,20.00


-21.00,0.00,20.00


-21.00,0.00,20.00


-28.00,-1.00,20.00


-28.00,-1.00,20.00


-28.00,-1.00,20.00


-26.00,1.00,22.00


-26.00,1.00,22.00


-26.00,1.00,22.00


-26.00,1.00,22.00


-25.00,-4.00,26.00


-25.00,-4.00,26.00


-25.00,-4.00,26.00


-26.00,0.00,19.00


-26.00,0.00,19.00


-26.00,0.00,19.00


-28.00,0.00,20.00


-28.00,0.00,20.00


-28.00,0.00,20.00


-28.00,0.00,20.00


-29.00,-5.00,23.00


-29.00,-5.00,23.00


-29.00,-5.00,23.00


-29.00,-7.00,22.00


-29.00,-7.00,22.00


-29.00,-7.00,22.00


-31.00,-18.00,22.00


-31.00,-18.00,22.00


-31.00,-18.00,22.00


-31.00,-18.00,22.00


-36.00,-27.00,21.00


-36.00,-27.00,21.00


-36.00,-27.00,21.00


-33.00,-33.00,18.00


-33.00,-33.00,18.00


-33.00,-33.00,18.00


-33.00,-33.00,18.00


-32.00,-47.00,10.00


-32.00,-47.00,10.00


-32.00,-47.00,10.00


-35.00,-55.00,3.00


-35.00,-55.00,3.00


-35.00,-55.00,3.00


-32.00,-62.00,-2.00


-32.00,-62.00,-2.00


-32.00,-62.00,-2.00


-32.00,-62.00,-2.00


-28.00,-67.00,-12.00


-28.00,-67.00,-12.00


-28.00,-67.00,-12.00


-24.00,-71.00,-25.00


-24.00,-71.00,-25.00


-24.00,-71.00,-25.00


-23.00,-69.00,-35.00


-23.00,-69.00,-35.00


-23.00,-69.00,-35.00


-23.00,-69.00,-35.00


-22.00,-69.00,-42.00


-22.00,-69.00,-42.00


-22.00,-69.00,-42.00


-22.00,-72.00,-49.00


-22.00,-72.00,-49.00


-22.00,-72.00,-49.00


-17.00,-66.00,-57.00


-17.00,-66.00,-57.00


-17.00,-66.00,-57.00


-17.00,-66.00,-57.00


-21.00,-59.00,-67.00


-21.00,-59.00,-67.00


-21.00,-59.00,-67.00


-17.00,-53.00,-73.00


-17.00,-53.00,-73.00


-17.00,-53.00,-73.00


-16.00,-45.00,-75.00


-16.00,-45.00,-75.00


-16.00,-45.00,-75.00


-16.00,-45.00,-75.00


-9.00,-40.00,-83.00


-9.00,-40.00,-83.00


-9.00,-40.00,-83.00


-9.00,-37.00,-85.00


-9.00,-37.00,-85.00


-9.00,-37.00,-85.00


-9.00,-37.00,-85.00


-9.00,-36.00,-81.00


-9.00,-36.00,-81.00


-9.00,-36.00,-81.00


-9.00,-42.00,-81.00


-9.00,-42.00,-81.00


-9.00,-42.00,-81.00


-8.00,-55.00,-66.00


-8.00,-55.00,-66.00


-8.00,-55.00,-66.00


-8.00,-55.00,-66.00


-6.00,-61.00,-50.00


-6.00,-61.00,-50.00


-6.00,-61.00,-50.00


-9.00,-70.00,-39.00


-9.00,-70.00,-39.00


-9.00,-70.00,-39.00


-11.00,-69.00,-22.00


-11.00,-69.00,-22.00


-11.00,-69.00,-22.00


-11.00,-69.00,-22.00


-17.00,-63.00,-4.00


-17.00,-63.00,-4.00


-17.00,-63.00,-4.00


-23.00,-57.00,5.00


-23.00,-57.00,5.00


-23.00,-57.00,5.00


-24.00,-46.00,21.00


-24.00,-46.00,21.00


-24.00,-46.00,21.00


-24.00,-46.00,21.00


-28.00,-36.00,14.00


-28.00,-36.00,14.00


-28.00,-36.00,14.00


-32.00,-29.00,21.00


-32.00,-29.00,21.00


-32.00,-29.00,21.00


-32.00,-29.00,21.00


-37.00,-15.00,19.00


-37.00,-15.00,19.00


-37.00,-15.00,19.00


-33.00,-5.00,22.00


-33.00,-5.00,22.00


-33.00,-5.00,22.00


-34.00,2.00,16.00


-34.00,2.00,16.00


-34.00,2.00,16.00


-34.00,2.00,16.00


-37.00,1.00,18.00


-37.00,1.00,18.00


-37.00,1.00,18.00


-33.00,9.00,20.00


-33.00,9.00,20.00


-33.00,9.00,20.00


-29.00,6.00,15.00


-29.00,6.00,15.00


-29.00,6.00,15.00


-29.00,6.00,15.00


-32.00,10.00,18.00


-32.00,10.00,18.00


-32.00,10.00,18.00


-31.00,7.00,20.00


-31.00,7.00,20.00


-31.00,7.00,20.00


-31.00,7.00,20.00


-37.00,14.00,15.00


-37.00,14.00,15.00


-37.00,14.00,15.00


-28.00,14.00,12.00


-28.00,14.00,12.00


-28.00,14.00,12.00


-33.00,15.00,5.00


-33.00,15.00,5.00


-33.00,15.00,5.00


-33.00,15.00,5.00


-32.00,15.00,12.00


-32.00,15.00,12.00


-32.00,15.00,12.00


-33.00,18.00,10.00


-33.00,18.00,10.00


-33.00,18.00,10.00


-33.00,18.00,10.00


-36.00,19.00,3.00


-36.00,19.00,3.00


-36.00,19.00,3.00


-29.00,23.00,10.00


-29.00,23.00,10.00


-29.00,23.00,10.00


-24.00,27.00,-4.00


-24.00,27.00,-4.00


-24.00,27.00,-4.00


-24.00,27.00,-4.00


-21.00,34.00,-12.00


-21.00,34.00,-12.00


-21.00,34.00,-12.00


-16.00,41.00,-26.00


-16.00,41.00,-26.00


-16.00,41.00,-26.00


-10.00,42.00,-44.00


-10.00,42.00,-44.00


-10.00,42.00,-44.00


-10.00,42.00,-44.00


-8.00,34.00,-55.00


-8.00,34.00,-55.00


-8.00,34.00,-55.00


-5.00,29.00,-63.00


-5.00,29.00,-63.00


-5.00,29.00,-63.00


-5.00,29.00,-63.00


-3.00,20.00,-75.00


-3.00,20.00,-75.00


-3.00,20.00,-75.00


-3.00,13.00,-77.00


-3.00,13.00,-77.00


-3.00,13.00,-77.00


-8.00,3.00,-85.00


-8.00,3.00,-85.00


-8.00,3.00,-85.00


-8.00,3.00,-85.00


-10.00,-10.00,-90.00


-10.00,-10.00,-90.00


-10.00,-10.00,-90.00


-13.00,-14.00,-91.00


-13.00,-14.00,-91.00


-13.00,-14.00,-91.00


-15.00,-23.00,-92.00


-15.00,-23.00,-92.00


-15.00,-23.00,-92.00


-15.00,-23.00,-92.00


-13.00,-31.00,-80.00


-13.00,-31.00,-80.00


-13.00,-31.00,-80.00


-14.00,-30.00,-88.00


-14.00,-30.00,-88.00


-14.00,-30.00,-88.00


-14.00,-30.00,-88.00


-12.00,-33.00,-86.00


-12.00,-33.00,-86.00


-12.00,-33.00,-86.00


-6.00,-28.00,-87.00


-6.00,-28.00,-87.00


-6.00,-28.00,-87.00


2.00,-9.00,-81.00


2.00,-9.00,-81.00


2.00,-9.00,-81.00


2.00,-9.00,-81.00


6.00,-6.00,-71.00


6.00,-6.00,-71.00


6.00,-6.00,-71.00


10.00,3.00,-65.00


10.00,3.00,-65.00


10.00,3.00,-65.00


12.00,13.00,-56.00


12.00,13.00,-56.00


12.00,13.00,-56.00


12.00,13.00,-56.00


9.00,25.00,-42.00


9.00,25.00,-42.00


9.00,25.00,-42.00


6.00,32.00,-28.00


6.00,32.00,-28.00


6.00,32.00,-28.00


6.00,32.00,-28.00


5.00,28.00,-17.00


5.00,28.00,-17.00


5.00,28.00,-17.00


0.00,29.00,-6.00


0.00,29.00,-6.00


0.00,29.00,-6.00


-12.00,26.00,3.00


-12.00,26.00,3.00


-12.00,26.00,3.00


-12.00,26.00,3.00


-19.00,19.00,15.00


-19.00,19.00,15.00


-19.00,19.00,15.00


-22.00,9.00,20.00


-22.00,9.00,20.00


-22.00,9.00,20.00


-22.00,9.00,20.00


-21.00,4.00,18.00


-21.00,4.00,18.00


-21.00,4.00,18.00


-24.00,-4.00,26.00


-24.00,-4.00,26.00


-24.00,-4.00,26.00


-24.00,-9.00,25.00


-24.00,-9.00,25.00


-24.00,-9.00,25.00


-24.00,-9.00,25.00


-22.00,-11.00,22.00


-22.00,-11.00,22.00


-22.00,-11.00,22.00


-20.00,-18.00,25.00


-20.00,-18.00,25.00


-20.00,-18.00,25.00


-22.00,-14.00,29.00


-22.00,-14.00,29.00


-22.00,-14.00,29.00


-22.00,-14.00,29.00


-33.00,-15.00,23.00


-33.00,-15.00,23.00


-33.00,-15.00,23.00


-29.00,-16.00,26.00


-29.00,-16.00,26.00


-29.00,-16.00,26.00


-29.00,-16.00,26.00


-34.00,-13.00,20.00


-34.00,-13.00,20.00


-34.00,-13.00,20.00


-28.00,-12.00,25.00


-28.00,-12.00,25.00


-28.00,-12.00,25.00


-16.00,-13.00,26.00


-16.00,-13.00,26.00


-16.00,-13.00,26.00


-16.00,-13.00,26.00


-17.00,-11.00,27.00


-17.00,-11.00,27.00


-17.00,-11.00,27.00


-12.00,-18.00,24.00


-12.00,-18.00,24.00


-12.00,-18.00,24.00


-7.00,-17.00,25.00


-7.00,-17.00,25.00


-7.00,-17.00,25.00


-7.00,-17.00,25.00


-10.00,-10.00,27.00


-10.00,-10.00,27.00


-10.00,-10.00,27.00


-20.00,-6.00,21.00


-20.00,-6.00,21.00


-20.00,-6.00,21.00


-20.00,-6.00,21.00


-12.00,-9.00,25.00


-12.00,-9.00,25.00


-12.00,-9.00,25.00


-11.00,-17.00,24.00


-11.00,-17.00,24.00


-11.00,-17.00,24.00


-10.00,-25.00,27.00


-10.00,-25.00,27.00


-10.00,-25.00,27.00


-10.00,-25.00,27.00


-9.00,-29.00,22.00


-9.00,-29.00,22.00


-9.00,-29.00,22.00


-17.00,-28.00,26.00


-17.00,-28.00,26.00


-17.00,-28.00,26.00


-14.00,-25.00,27.00


-14.00,-25.00,27.00


-14.00,-25.00,27.00


-14.00,-25.00,27.00


0.00,-30.00,18.00


0.00,-30.00,18.00


0.00,-30.00,18.00


-4.00,-32.00,20.00


-4.00,-32.00,20.00


-4.00,-32.00,20.00


-4.00,-32.00,20.00


-8.00,-39.00,20.00


-8.00,-39.00,20.00


-8.00,-39.00,20.00


-7.00,-49.00,18.00


-7.00,-49.00,18.00


-7.00,-49.00,18.00


-13.00,-53.00,12.00


-13.00,-53.00,12.00


-13.00,-53.00,12.00


-13.00,-53.00,12.00


-12.00,-57.00,5.00


-12.00,-57.00,5.00


-12.00,-57.00,5.00


-8.00,-63.00,-5.00


-8.00,-63.00,-5.00


-8.00,-63.00,-5.00


-6.00,-68.00,-26.00


-6.00,-68.00,-26.00


-6.00,-68.00,-26.00


-6.00,-68.00,-26.00


-9.00,-68.00,-47.00


-9.00,-68.00,-47.00


-9.00,-68.00,-47.00


-8.00,-55.00,-68.00


-8.00,-55.00,-68.00


-8.00,-55.00,-68.00


-16.00,-41.00,-89.00


-16.00,-41.00,-89.00


-16.00,-41.00,-89.00


-16.00,-41.00,-89.00


-21.00,-30.00,-89.00


-21.00,-30.00,-89.00


-21.00,-30.00,-89.00


-26.00,-16.00,-94.00


-26.00,-16.00,-94.00


-26.00,-16.00,-94.00


-26.00,-16.00,-94.00


-26.00,0.00,-93.00


-26.00,0.00,-93.00


-26.00,0.00,-93.00


-35.00,15.00,-86.00


-35.00,15.00,-86.00


-35.00,15.00,-86.00


-38.00,20.00,-84.00


-38.00,20.00,-84.00


-38.00,20.00,-84.00


-38.00,20.00,-84.00


-39.00,31.00,-76.00


-39.00,31.00,-76.00


-39.00,31.00,-76.00


-31.00,41.00,-59.00


-31.00,41.00,-59.00


-31.00,41.00,-59.00


-26.00,43.00,-53.00


-26.00,43.00,-53.00


-26.00,43.00,-53.00


-26.00,43.00,-53.00


-24.00,46.00,-43.00


-24.00,46.00,-43.00


-24.00,46.00,-43.00


-23.00,41.00,-38.00


-23.00,41.00,-38.00


-23.00,41.00,-38.00


-23.00,41.00,-38.00


-21.00,43.00,-28.00


-21.00,43.00,-28.00


-21.00,43.00,-28.00


-24.00,42.00,-22.00


-24.00,42.00,-22.00


-24.00,42.00,-22.00


-22.00,41.00,-21.00


-22.00,41.00,-21.00


-22.00,41.00,-21.00


-22.00,41.00,-21.00


-23.00,42.00,-26.00


-23.00,42.00,-26.00


-23.00,42.00,-26.00


-26.00,43.00,-38.00


-26.00,43.00,-38.00


-26.00,43.00,-38.00


-25.00,41.00,-53.00


-25.00,41.00,-53.00


-25.00,41.00,-53.00


-25.00,41.00,-53.00


-26.00,34.00,-73.00


-26.00,34.00,-73.00


-26.00,34.00,-73.00


-27.00,21.00,-89.00


-27.00,21.00,-89.00


-27.00,21.00,-89.00


-20.00,-5.00,-93.00


-20.00,-5.00,-93.00


-20.00,-5.00,-93.00


-20.00,-5.00,-93.00


-17.00,-33.00,-90.00


-17.00,-33.00,-90.00


-17.00,-33.00,-90.00


-11.00,-48.00,-78.00


-11.00,-48.00,-78.00


-11.00,-48.00,-78.00


-10.00,-61.00,-63.00


-10.00,-61.00,-63.00


-10.00,-61.00,-63.00


-10.00,-61.00,-63.00


-8.00,-69.00,-40.00


-8.00,-69.00,-40.00


-8.00,-69.00,-40.00


-10.00,-70.00,-19.00


-10.00,-70.00,-19.00


-10.00,-70.00,-19.00


-10.00,-70.00,-19.00


-13.00,-66.00,-2.00


-13.00,-66.00,-2.00


-13.00,-66.00,-2.00


-14.00,-56.00,14.00


-14.00,-56.00,14.00


-14.00,-56.00,14.00


-14.00,-39.00,20.00


-14.00,-39.00,20.00


-14.00,-39.00,20.00


-14.00,-39.00,20.00


-11.00,-30.00,29.00


-11.00,-30.00,29.00


-11.00,-30.00,29.00


-8.00,-24.00,23.00


-8.00,-24.00,23.00


-8.00,-24.00,23.00


-2.00,-14.00,20.00


-2.00,-14.00,20.00


-2.00,-14.00,20.00


-2.00,-14.00,20.00


0.00,-12.00,19.00


0.00,-12.00,19.00


0.00,-12.00,19.00


-1.00,-8.00,19.00


-1.00,-8.00,19.00


-1.00,-8.00,19.00


-1.00,-8.00,19.00


-2.00,-3.00,14.00


-2.00,-3.00,14.00


-2.00,-3.00,14.00


2.00,0.00,16.00


2.00,0.00,16.00


2.00,0.00,16.00


2.00,6.00,14.00


2.00,6.00,14.00


2.00,6.00,14.00


2.00,6.00,14.00


2.00,11.00,11.00


2.00,11.00,11.00


2.00,11.00,11.00


0.00,18.00,5.00


0.00,18.00,5.00


0.00,18.00,5.00


0.00,18.00,5.00


-1.00,27.00,-3.00


-1.00,27.00,-3.00


-1.00,27.00,-3.00


1.00,33.00,-10.00


1.00,33.00,-10.00


1.00,33.00,-10.00


3.00,33.00,-22.00


3.00,33.00,-22.00


3.00,33.00,-22.00


3.00,33.00,-22.00


7.00,37.00,-25.00


7.00,37.00,-25.00


7.00,37.00,-25.00


12.00,37.00,-27.00

