timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,latitude,longitude,gpsAltitude,Speed,SatCount,roll,pitch,yaw,pressure,temperature,paltitude
132871,-0.01,-0.00,1.00,-0.06,0.12,-0.43,-13.00,-4.00,46.00,53.650917,9.698245,5.60,0.22,12,3.810,0,163,-2,8,1
132971,-0.00,0.00,1.00,-0.06,0.31,0.24,-12.00,-2.00,46.00,53.650917,9.698246,5.50,0.22,12,3.900,0,170,-2,8,1
133071,0.01,0.00,1.00,0.12,0.06,0.31,-13.00,-4.00,46.00,53.650917,9.698246,5.50,0.22,12,3.910,0,162,-1,8,1
133171,-0.01,-0.00,1.00,0.06,0.31,-0.24,-12.00,-4.00,43.00,53.650917,9.698246,5.50,0.22,12,3.820,0,161,-1,8,1
133271,0.01,0.01,0.99,-0.31,0.18,-0.24,-13.00,-4.00,38.00,53.650917,9.698246,5.50,0.22,12,3.930,0,163,-1,8,1
133371,-0.01,0.00,1.00,0.00,-0.18,0.00,-14.00,-4.00,43.00,53.650917,9.698246,5.50,0.15,12,3.940,0,164,-2,8,1
133471,0.00,-0.00,1.00,0.06,-0.12,-0.06,-20.00,-4.00,40.00,53.650917,9.698246,5.50,0.15,12,3.930,0,168,-1,8,1
133582,0.00,0.00,1.00,-0.06,-0.06,0.00,-12.00,-2.00,38.00,53.650917,9.698246,5.50,0.15,12,3.870,0,170,-2,8,1
133682,-0.01,0.00,1.00,0.18,0.12,0.06,-13.00,-2.00,43.00,53.650917,9.698246,5.50,0.15,12,3.920,0,171,-2,8,1
133782,-0.00,-0.01,0.98,-0.73,0.24,0.24,-11.00,-5.00,43.00,53.650917,9.698246,5.50,0.15,12,3.810,0,154,-2,8,1
133882,0.01,0.01,1.01,-0.18,0.06,0.12,-14.00,-4.00,44.00,53.650917,9.698246,5.50,0.15,12,3.930,0,165,-1,8,1
133982,-0.00,0.00,1.00,-0.61,-0.12,-0.61,-17.00,-4.00,45.00,53.650917,9.698246,5.50,0.15,12,3.920,0,167,-1,8,1
134083,-0.03,-0.00,1.01,-0.18,1.04,5.07,-14.00,-4.00,43.00,53.650917,9.698246,5.50,0.15,12,3.890,-1,165,-1,8,1
134183,-0.00,0.01,1.00,0.06,-0.06,0.37,-11.00,-7.00,43.00,53.650917,9.698246,5.50,0.15,12,3.900,0,149,-1,8,1
134283,-0.00,0.01,1.00,0.55,0.31,-1.28,-14.00,-5.00,47.00,53.650917,9.698246,5.50,0.15,12,3.910,0,162,-1,8,1
134383,-0.01,-0.00,0.99,-0.31,0.55,-0.85,-17.00,-5.00,42.00,53.650917,9.698246,5.50,0.15,12,3.870,0,163,-2,8,1
134483,0.00,0.01,1.00,0.12,0.18,-0.18,-12.00,-6.00,45.00,53.650917,9.698247,5.40,0.20,12,3.950,0,154,-1,8,1
134583,0.00,-0.00,1.00,0.12,-0.18,-0.06,-13.00,-4.00,45.00,53.650917,9.698247,5.40,0.30,12,3.940,0,162,-1,8,1
134683,0.00,-0.01,1.00,-0.06,-0.31,0.06,-14.00,-4.00,43.00,53.650917,9.698247,5.40,0.30,12,3.900,0,162,-1,8,1
134791,0.00,0.00,1.00,-0.06,0.18,0.12,-16.00,-3.00,46.00,53.650917,9.698247,5.40,0.30,12,3.920,0,169,-1,8,1
134891,-0.00,0.01,1.00,-0.31,3.36,5.74,-13.00,-4.00,46.00,53.650917,9.698247,5.40,0.30,12,3.930,0,165,-1,8,1
134991,-0.00,-0.01,1.01,-0.92,-0.85,1.53,-14.00,-4.00,42.00,53.650917,9.698247,5.40,0.30,12,3.840,0,162,-1,8,1
135091,0.00,-0.00,1.00,-0.06,-0.49,0.31,-18.00,-5.00,43.00,53.650917,9.698247,5.40,0.30,12,3.910,0,164,-1,8,1
135191,-0.00,0.00,1.00,0.06,0.43,-0.12,-14.00,-3.00,45.00,53.650917,9.698247,5.40,0.30,12,3.900,0,168,-1,8,1
135291,0.01,0.00,1.00,0.00,-0.49,-0.43,-14.00,-5.00,45.00,53.650917,9.698247,5.40,0.30,12,3.810,0,159,-1,8,1
135391,-0.01,-0.00,0.99,-0.06,-0.43,-0.49,-15.00,-4.00,42.00,53.650917,9.698247,5.40,0.30,12,3.840,0,165,-1,8,1
135491,-0.01,0.00,1.00,0.00,0.12,0.00,-12.00,-5.00,45.00,53.650917,9.698247,5.40,0.52,12,3.940,0,158,-1,8,1
135591,-0.00,0.00,1.00,0.06,0.37,0.55,-14.00,-4.00,45.00,53.650917,9.698247,5.40,0.52,12,3.900,0,164,-1,8,1
135693,0.01,-0.00,1.00,0.00,0.06,0.12,-13.00,-4.00,42.00,53.650917,9.698247,5.40,0.52,12,3.840,0,161,-1,8,1
135793,0.01,0.00,1.00,0.00,-0.06,-0.24,-13.00,-5.00,39.00,53.650917,9.698247,5.40,0.52,12,3.920,0,158,-1,8,1
135893,-0.01,0.01,0.99,0.06,0.00,-0.06,-13.00,-4.00,47.00,53.650917,9.698247,5.40,0.52,12,3.930,0,164,-1,8,1
135993,0.00,-0.00,1.01,0.00,0.06,0.24,-14.00,-5.00,38.00,53.650917,9.698247,5.40,0.52,12,3.840,0,159,-1,8,1
136093,-0.00,-0.00,1.00,-0.06,0.43,0.31,-12.00,-4.00,46.00,53.650917,9.698247,5.40,0.52,12,3.850,0,161,-1,8,1
136193,0.00,0.01,1.00,-0.06,-0.06,-0.12,-12.00,-5.00,41.00,53.650917,9.698247,5.40,0.52,12,3.900,0,158,-1,8,1
136295,0.00,-0.00,1.02,0.06,-0.49,-0.24,-19.00,-3.00,46.00,53.650917,9.698247,5.40,0.52,12,3.900,0,170,-1,8,1
136395,-0.00,-0.00,0.99,0.00,-0.06,0.00,-18.00,-5.00,43.00,53.650917,9.698247,5.40,0.52,12,3.890,0,164,-1,8,1
136496,-0.00,0.01,1.01,0.00,0.12,0.12,-11.00,-6.00,40.00,53.650917,9.698246,5.30,0.52,12,3.900,0,152,-1,8,1
136596,0.01,0.00,1.00,0.00,0.06,0.18,-13.00,-1.00,42.00,53.650917,9.698246,5.30,0.69,12,3.930,0,175,-1,8,1
136696,0.00,-0.01,1.00,0.18,-0.67,-0.24,-17.00,-4.00,51.00,53.650917,9.698246,5.30,0.69,12,3.930,0,165,-1,8,1
136796,-0.00,0.00,1.00,0.00,-0.43,-0.24,-15.00,-3.00,47.00,53.650917,9.698246,5.30,0.69,12,3.910,0,169,-1,8,1
136914,0.00,-0.00,1.00,0.18,-0.85,0.06,-12.00,-4.00,45.00,53.650917,9.698246,5.30,0.69,12,3.840,0,160,-1,8,1
137014,-0.01,0.01,1.04,0.00,0.24,-0.06,-12.00,-2.00,45.00,53.650917,9.698246,5.30,0.69,12,3.910,0,172,-1,8,1
137114,-0.00,-0.01,1.00,0.18,0.61,0.06,-12.00,-5.00,45.00,53.650917,9.698246,5.30,0.69,12,3.900,0,156,-1,8,1
137214,0.00,0.00,1.01,0.06,-0.18,0.12,-15.00,-5.00,47.00,53.650917,9.698246,5.30,0.69,12,3.850,0,161,-1,8,1
137314,0.00,0.00,1.00,0.06,-0.55,0.00,-19.00,-3.00,45.00,53.650917,9.698246,5.30,0.69,12,3.890,0,171,-1,8,1
137414,0.01,0.00,0.99,0.24,-0.06,-0.18,-17.00,-5.00,46.00,53.650917,9.698246,5.30,0.69,12,3.920,0,163,-1,8,1
137514,-0.00,-0.00,1.00,0.49,-0.61,0.18,-13.00,-5.00,47.00,53.650917,9.698246,5.30,0.69,12,3.920,0,158,-1,8,1
137614,-0.00,0.00,1.01,0.06,-0.79,0.31,-15.00,-4.00,42.00,53.650917,9.698246,5.30,0.69,12,3.900,0,165,-1,8,1
137714,-0.02,0.01,0.96,0.37,-2.26,0.00,-12.00,-3.00,47.00,53.650917,9.698246,5.30,0.69,12,3.940,-1,169,-1,8,1
137814,0.00,-0.01,1.01,-0.06,-0.49,-0.43,-19.00,-4.00,48.00,53.650917,9.698246,5.30,0.69,12,3.870,0,166,-1,8,1
137914,-0.01,-0.01,1.00,-0.18,-0.79,-0.18,-12.00,-5.00,48.00,53.650917,9.698246,5.30,0.69,12,3.910,0,156,-1,8,1
138014,-0.02,0.01,1.00,-0.24,0.73,0.00,-11.00,-4.00,46.00,53.650917,9.698246,5.30,0.69,12,3.800,-1,163,-1,8,1
