IMU calibration complete.
IMU initialized successfully!
Ready to start!!
Waiting for button to start the program...
New Logging is starting!

magX,magY,magZ

-2.00,25.00,57.00


-2.00,25.00,57.00


-2.00,25.00,57.00


-2.00,25.00,57.00


-4.00,25.00,57.00


-4.00,25.00,57.00


-18.00,22.00,53.00


-17.00,23.00,45.00


-17.00,23.00,45.00


-17.00,23.00,45.00


-17.00,23.00,45.00


-17.00,23.00,45.00


-17.00,23.00,45.00


-17.00,23.00,45.00


-17.00,23.00,45.00


-17.00,23.00,50.00


-17.00,23.00,50.00


-17.00,23.00,50.00


-17.00,23.00,50.00


-17.00,23.00,50.00


-17.00,23.00,50.00


-17.00,23.00,50.00


-17.00,23.00,50.00


-9.00,23.00,45.00


-9.00,23.00,45.00


-9.00,23.00,45.00


-9.00,23.00,45.00


-9.00,23.00,45.00


-9.00,23.00,45.00


-9.00,23.00,45.00


-9.00,23.00,45.00


-5.00,22.00,38.00


-5.00,22.00,38.00


-5.00,22.00,38.00


-5.00,22.00,38.00


-5.00,22.00,38.00


-5.00,22.00,38.00


-5.00,22.00,38.00


-8.00,17.00,35.00


-8.00,17.00,35.00


-8.00,17.00,35.00


-8.00,17.00,35.00


-8.00,17.00,35.00


-8.00,17.00,35.00


-8.00,17.00,35.00


-8.00,15.00,32.00


-8.00,15.00,32.00


-8.00,15.00,32.00


-8.00,15.00,32.00


-8.00,15.00,32.00


-8.00,15.00,32.00


-8.00,15.00,32.00


-8.00,15.00,32.00


-14.00,12.00,29.00


-14.00,12.00,29.00


-14.00,12.00,29.00


-14.00,12.00,29.00


-14.00,12.00,29.00


-14.00,12.00,29.00


-14.00,12.00,29.00


-20.00,10.00,30.00


-20.00,10.00,30.00


-20.00,10.00,30.00


-20.00,10.00,30.00


-20.00,10.00,30.00


-20.00,10.00,30.00


-20.00,10.00,30.00


-20.00,10.00,30.00


-20.00,10.00,35.00


-20.00,10.00,35.00


-20.00,10.00,35.00


-20.00,10.00,35.00


-20.00,10.00,35.00


-20.00,10.00,35.00


-20.00,10.00,35.00


-21.00,14.00,35.00


-21.00,14.00,35.00


-21.00,14.00,35.00


-21.00,14.00,35.00


-21.00,14.00,35.00


-21.00,14.00,35.00


-21.00,14.00,35.00


-21.00,14.00,35.00


-20.00,15.00,40.00


-20.00,15.00,40.00


-20.00,15.00,40.00


-20.00,15.00,40.00


-20.00,15.00,40.00


-20.00,15.00,40.00


-20.00,15.00,40.00


-22.00,21.00,43.00


-22.00,21.00,43.00


-22.00,21.00,43.00


-22.00,21.00,43.00


-22.00,21.00,43.00


-22.00,21.00,43.00


-22.00,21.00,43.00


-22.00,21.00,43.00


-16.00,25.00,50.00


-16.00,25.00,50.00


-16.00,25.00,50.00


-16.00,25.00,50.00


-16.00,25.00,50.00


-16.00,25.00,50.00


-16.00,25.00,50.00


-15.00,27.00,52.00


-15.00,27.00,52.00


-15.00,27.00,52.00


-15.00,27.00,52.00


-15.00,27.00,52.00


-15.00,27.00,52.00


-15.00,27.00,52.00


-15.00,27.00,52.00


-14.00,24.00,50.00


-14.00,24.00,50.00


-14.00,24.00,50.00


-14.00,24.00,50.00


-14.00,24.00,50.00
